MMSI,BaseDateTime,LAT,LON,SOG,COG,Heading,VesselName,IMO,CallSign,VesselType,Status,Length,Width,Draft,Cargo,TransceiverClass
367744840,2023-01-01T00:04:36,41.67775,-88.0108,0.0,294.7,511.0,CHICAGO TRADER,,WDI9059,31.0,12.0,,,,57.0,A
367037310,2023-01-01T00:04:02,41.49084,-71.32668,0.0,0.0,511.0,NORTHEAST PILOT IV,,WDC5192,31.0,15.0,15.0,5.0,,0.0,A
366936660,2023-01-01T00:03:28,32.38379,-90.87982,0.0,46.0,38.0,DOROTHY LEE,,WDB7116,31.0,15.0,22.0,7.0,,31.0,A
636014199,2023-01-01T00:01:14,34.55565,-75.38329,8.3,227.2,224.0,CMA CGM LAPIS,IMO9386495,A8SD5,70.0,0.0,259.0,32.0,12.6,70.0,A
367591950,2023-01-01T00:02:25,29.30874,-94.82363,0.0,235.2,511.0,FREEDOM,,WDG9866,31.0,5.0,25.0,,,52.0,A
368056120,2023-01-01T00:17:31,36.83767,-76.27368,0.0,286.1,511.0,POWHATAN,IMO1427288,WDK4525,65.0,0.0,90.0,22.0,0.0,65.0,A
368172430,2023-01-01T00:05:49,36.83729,-76.27092,0.0,190.0,1.0,STEPHEN J LEAMAN,IMO9925689,WDL8740,52.0,0.0,30.0,10.0,4.2,52.0,A
367056642,2023-01-01T00:14:50,40.10207,-74.03889,0.0,278.4,511.0,NAVIGATOR,IMO0000000,WDC6460,30.0,,0.0,0.0,,,B
367456930,2023-01-01T00:04:48,39.89311,-90.56963,0.0,337.6,61.0,MERRICK JONES,,WDF4890,31.0,15.0,39.0,12.0,,57.0,A
351132000,2023-01-01T00:17:00,39.63702,-72.61365,9.1,316.0,315.0,MELOI,IMO9392119,3FOD,70.0,0.0,179.0,28.0,10.0,79.0,A
316002213,2023-01-01T00:10:59,42.98373,-82.40975,0.0,360.0,511.0,WELLAND,IMO8745230,,31.0,0.0,24.0,6.0,3.2,52.0,A
367184660,2023-01-01T00:03:21,29.67194,-90.10931,0.0,243.8,511.0,MAGGIE LYNN,,WDD7306,31.0,0.0,15.0,6.0,,31.0,A
367475030,2023-01-01T00:01:24,30.39586,-81.4302,3.2,312.8,128.0,JEAN RIBAULT,,WDG6597,60.0,0.0,46.0,17.0,,60.0,A
367359930,2023-01-01T00:01:02,36.82408,-76.28905,0.0,242.1,511.0,SUNNY WILLIAMS,,WDE4940,80.0,0.0,25.0,8.0,,80.0,A
367619920,2023-01-01T00:00:06,29.60884,-95.02294,0.0,5.0,177.0,AMERICAN SPIRIT,,WDH4653,31.0,12.0,22.0,,,57.0,A
368926038,2023-01-01T00:08:18,39.94092,-90.53361,102.3,360.0,107.0,CHANNAHON,,AEOG,52.0,15.0,,,,52.0,A
338075000,2023-01-01T00:14:47,33.2127,-117.39473,0.1,4.4,511.0,WHITE BIRD,,WDJ7320,37.0,,13.0,,,,B
563090500,2023-01-01T00:03:30,34.2302,-119.94201,11.3,285.7,279.0,MAERSK EDIRNE,IMO9502867,9V6463,70.0,0.0,366.0,48.0,11.4,70.0,A
367712610,2023-01-01T00:16:56,40.30895,-79.87885,0.0,301.3,511.0,USS-3,,WDI5849,31.0,15.0,20.0,,,52.0,A
367592640,2023-01-01T00:14:21,30.00112,-90.0267,0.2,130.6,511.0,CAPT CJ,,WDG9929,31.0,0.0,21.0,,,31.0,A
368037750,2023-01-01T00:08:55,25.79134,-80.17334,0.0,91.8,82.0,WINGS SPREAD,,WDK2670,37.0,5.0,28.0,8.0,1.3,37.0,A
338425012,2023-01-01T00:02:39,29.54827,-95.02527,0.0,360.0,511.0,TEXAS RANGER III,IMO0000000,,37.0,,15.0,4.0,,,B
368137550,2023-01-01T00:00:57,34.18159,-119.23099,0.0,360.0,511.0,FLOW STATE,IMO0000000,WDL5065,37.0,,15.0,7.0,,,B
368269160,2023-01-01T00:12:17,46.20811,-124.21276,6.1,88.1,511.0,NEW ERA,,WDN3178,30.0,0.0,24.0,7.0,3.5,30.0,A
636017331,2023-01-01T00:14:56,22.47716,-97.88748,0.0,195.0,349.0,CARIBE MARIA,IMO9337286,D5KK2,80.0,0.0,116.0,20.0,8.4,89.0,A
367692510,2023-01-01T00:13:40,32.72026,-117.22472,0.0,279.3,511.0,HERITAGE,,WDI3844,37.0,,16.0,,,,B
368118150,2023-01-01T00:02:34,47.39791,-122.32995,0.0,360.0,511.0,FROLIC,IMO0000000,WDL3075,36.0,,13.0,4.0,,,B
367333570,2023-01-01T00:10:21,29.40483,-92.32332,1.7,260.7,511.0,HAI VIET,IMO8855803,WDE3059,30.0,,26.0,7.0,,,B
636017375,2023-01-01T00:10:58,23.12221,-82.35365,0.0,175.0,511.0,KARADENIZ ONE,IMO8501103,D5KP4,52.0,5.0,0.0,0.0,6.3,52.0,A
799999999,2023-01-01T00:02:26,49.25575,-122.99618,0.0,0.0,190.0,OSI POLAR BEAR TEST,,CKD621,40.0,15.0,0.0,0.0,5.0,40.0,A
367002050,2023-01-01T00:05:00,29.39295,-89.77966,0.0,360.0,511.0,CAPTAIN EDDIE,,WDC3053,31.0,0.0,19.0,7.0,,31.0,A
367652980,2023-01-01T00:04:41,29.73244,-95.20645,0.0,326.3,35.0,MICHELLE GOLDING,,WDH7930,31.0,0.0,25.0,,,57.0,A
538009564,2023-01-01T00:03:10,34.01654,-119.131,18.6,200.6,207.0,DEL MONTE HARVESTER,IMO9869667,V7A4894,70.0,0.0,192.0,30.0,7.5,70.0,A
369970719,2023-01-01T00:00:06,36.95647,-76.32824,0.0,171.6,511.0,USS ARLINGTON,,NARL,90.0,0.0,196.0,,,35.0,A
367754690,2023-01-01T00:12:27,47.63461,-122.32839,0.0,0.7,511.0,AMERICAN BEAUTY,IMO7417654,WDJ2042,30.0,0.0,27.0,8.0,,30.0,A
338213975,2023-01-01T00:01:10,33.75136,-118.11035,0.0,360.0,511.0,HER WAY,,,37.0,15.0,12.0,4.0,1.0,37.0,A
338192944,2023-01-01T00:09:51,34.21693,-77.81324,0.1,204.7,511.0,ISLAND SOUL,IMO0000000,,37.0,,0.0,0.0,,,B
367090860,2023-01-01T00:09:15,21.69134,-156.34218,7.8,249.3,252.0,POLAR RANGER,IMO7404102,WDC8652,31.0,0.0,36.0,10.0,4.3,31.0,A
367061190,2023-01-01T00:17:10,29.76397,-95.09306,0.0,260.5,143.0,DRUM POINT,IMO8998942,WDC6779,31.0,12.0,21.0,9.0,,52.0,A
368273040,2023-01-01T00:07:02,37.15078,-89.09146,4.1,19.3,20.0,TAMMY OUTLAW,IMO0006608,WDJ7199,57.0,12.0,337.0,33.0,2.9,57.0,A
338106036,2023-01-01T00:14:53,41.58986,-71.28411,0.0,360.0,511.0,ESCAPE,,,37.0,,13.0,4.0,,,B
368134930,2023-01-01T00:07:37,26.71507,-80.04893,0.0,250.4,511.0,SCOTT FREE,IMO0000000,WDL4797,37.0,,27.0,7.0,,,B
368111750,2023-01-01T00:00:02,29.41026,-94.73896,1.4,254.8,353.0,FLORENCE DAVIS,IMO1296770,WDL2403,57.0,0.0,117.0,34.0,3.0,57.0,A
257724000,2023-01-01T00:01:11,38.04528,-121.92005,12.7,279.6,286.0,CHAMPION ISTRA,IMO9489209,LAMK8,83.0,0.0,195.0,32.0,6.6,83.0,A
367760730,2023-01-01T00:06:01,36.8975,-76.34998,0.0,360.0,511.0,SEA SUB,,WDJ2686,60.0,0.0,22.0,5.0,,69.0,A
338189257,2023-01-01T00:07:12,32.68038,-117.17474,0.0,360.0,511.0,BOONDOGGLE,,,37.0,,10.0,,,,B
367373660,2023-01-01T00:06:07,39.57213,-76.10282,0.0,240.6,511.0,CAPTAIN TOM,,WCY7339,31.0,0.0,17.0,7.0,,52.0,A
367743660,2023-01-01T00:07:59,29.54208,-90.75977,1.6,38.5,511.0,EVELYN JAMES,,WDI8937,31.0,0.0,,,,57.0,A
319226400,2023-01-01T00:12:05,26.08813,-80.11445,5.1,165.1,511.0,W,IMO0000000,ZG0OV3,37.0,,32.0,7.0,,,B
368203790,2023-01-01T00:07:30,48.49443,-122.60139,0.0,16.4,183.0,LOLLYGAG,IMO0000000,WDM4151,37.0,,13.0,4.0,,,B
367037240,2023-01-01T00:00:04,46.16815,-123.91427,0.0,0.0,511.0,IRON LADY,IMO8120258,WTK5059,30.0,3.0,21.0,6.0,,30.0,A
347016450,2023-01-01T00:05:02,33.76092,-118.19182,0.0,85.8,511.0,DO NOTHIN',IMO0000000,,36.0,,10.0,5.0,,,B
368169710,2023-01-01T00:14:37,29.30167,-94.8357,0.0,141.0,72.0,ROBERT J. EYMARD,,WDL8461,31.0,0.0,18.0,6.0,3.0,31.0,A
368014850,2023-01-01T00:19:51,36.99955,-89.16093,0.0,272.2,223.0,TOM TORRETTI,,WDJ8278,31.0,12.0,20.0,6.0,0.0,31.0,A
366998910,2023-01-01T00:00:04,29.96366,-93.86151,0.0,245.4,511.0,COMANCHE,,WDH8267,31.0,15.0,15.0,6.0,0.0,31.0,A
367664870,2023-01-01T00:12:43,35.08283,-90.14197,0.0,264.2,511.0,JOY WEPFER,,WDH9126,31.0,0.0,16.0,,,31.0,A
367155810,2023-01-01T00:16:23,30.3036,-87.72869,0.0,360.0,511.0,OUR MOTHER,IMO8940426,WDD5260,30.0,15.0,27.0,7.0,,0.0,A
367082230,2023-01-01T00:04:40,44.11508,-86.58845,12.1,15.5,16.0,JOSEPH L BLOCK,IMO7502320,WXY6216,70.0,0.0,221.0,23.0,9.2,79.0,A
338351663,2023-01-01T00:10:36,38.02743,-122.13903,0.0,360.0,511.0,ESCAPAR,IMO0000000,,37.0,,10.0,6.0,,,B
368244760,2023-01-01T00:16:57,37.54912,-76.32992,0.0,360.0,511.0,ALLURA,IMO0000000,WDM8598,36.0,,13.0,8.0,,,B
368101820,2023-01-01T00:19:40,47.62887,-122.33228,0.0,24.6,511.0,ELEUTHERA,IMO0000000,WDK9239,37.0,,21.0,6.0,,,B
367710550,2023-01-01T00:08:48,29.13717,-90.19673,0.0,172.5,69.0,MS NANCY,IMO9772979,WDI5631,60.0,0.0,58.0,,,70.0,A
368073760,2023-01-01T00:15:30,35.02969,-76.68149,0.0,341.3,511.0,FREE FALLIN,IMO0000000,WDK6357,36.0,,16.0,5.0,,,B
368150340,2023-01-01T00:02:22,40.00201,-80.73992,0.7,351.8,6.0,AMY PASENTINE,,WDL6398,31.0,12.0,37.0,11.0,3.1,31.0,A
367637490,2023-01-01T00:05:32,29.42111,-94.72469,4.5,46.0,46.0,TUTTY CENAC,,WDH6395,31.0,12.0,21.0,,,57.0,A
368145940,2023-01-01T00:03:48,30.22371,-81.41258,0.0,360.0,511.0,NIGHTHAWK,IMO0000000,WDL5945,37.0,,42.0,12.0,,,B
338178147,2023-01-01T00:06:35,34.40662,-119.68974,0.0,314.3,138.0,TARTINI TIME,IMO0000000,,36.0,,14.0,4.0,,,B
366963980,2023-01-01T00:11:26,37.79682,-122.39349,0.0,262.9,234.0,SAN FRANCISCO,,WZC3886,60.0,0.0,46.0,9.0,,60.0,A
368247290,2023-01-01T00:12:06,30.07997,-91.30783,0.0,265.7,511.0,DEBBIE L OWEN,,WDM8876,57.0,0.0,207.0,22.0,3.0,57.0,A
367003410,2023-01-01T00:17:18,30.55949,-87.21525,0.0,254.0,511.0,ISIDORE,,WDF2421,31.0,12.0,21.0,8.0,,57.0,A
338480000,2023-01-01T00:04:46,18.33226,-64.79355,0.0,360.0,511.0,SUNDANCE BREEZE,,WDC6484,69.0,0.0,22.0,7.0,1.0,69.0,A
367666910,2023-01-01T00:18:42,27.32694,-90.71362,0.1,306.8,7.0,CAJUN IV,IMO9732761,WDH9327,60.0,0.0,64.0,9.0,2.0,60.0,A
367796610,2023-01-01T00:10:28,29.32161,-94.6655,8.4,131.0,120.0,HOUSTON,IMO9833204,WDJ6320,90.0,0.0,,,,50.0,A
351008000,2023-01-01T00:00:00,36.78971,-75.46046,10.7,94.9,91.0,BRIGHT WIND,IMO9582972,3FDT8,70.0,0.0,228.0,32.0,14.4,70.0,A
338410785,2023-01-01T00:01:48,47.7261,-122.64409,0.1,360.0,511.0,INFINITE,IMO0000000,,37.0,,15.0,3.0,,,B
367421980,2023-01-01T00:06:32,34.24132,-119.26293,0.0,234.3,511.0,JACKIE C,,WCZ4564,60.0,,34.0,7.0,,,B
367759740,2023-01-01T00:16:15,34.76765,-87.71465,3.1,33.5,511.0,AMERICAN VALOR,,WDJ2581,31.0,12.0,,,,57.0,A
369997000,2023-01-01T00:15:48,30.05272,-90.55648,0.0,218.0,279.0,BENYAURD,,AEEB,31.0,12.0,51.0,0.0,,57.0,A
338001106,2023-01-01T00:07:22,24.56269,-81.80354,0.0,360.0,511.0,SARA SEA,,,37.0,,,,,,B
338344461,2023-01-01T00:02:21,25.77408,-80.20114,4.1,337.0,511.0,4 JS AND ME,IMO0000000,,37.0,,18.0,5.0,,,B
366984970,2023-01-01T00:00:08,39.91949,-91.41517,0.9,353.8,355.0,ROBERTA TABOR,,WDB9912,31.0,12.0,40.0,14.0,,57.0,A
367564470,2023-01-01T00:09:11,36.9472,-89.10165,3.3,196.5,196.0,ANDREW GOLDING,,WDG7160,31.0,12.0,27.0,,,57.0,A
367003250,2023-01-01T00:00:00,37.74886,-122.35216,0.1,195.5,511.0,SARAH REED,,WDH9748,31.0,0.0,19.0,7.0,,31.0,A
316033236,2023-01-01T00:06:44,48.37393,-123.71956,0.0,31.6,511.0,THE RELIC,,,37.0,,,,,,B
367733230,2023-01-01T00:13:00,38.40057,-82.56002,0.0,360.0,511.0,EDITH,IMO100637903,WDI7890,52.0,9.0,16.0,7.0,2.3,52.0,A
367740050,2023-01-01T00:02:18,29.92861,-89.9737,0.0,311.9,295.0,AMERICAN RELIANCE,,WDI8580,31.0,12.0,,,,57.0,A
367999960,2023-01-01T00:03:45,48.5372,-123.01485,0.0,360.0,511.0,RESOLUTE,IMO0000000,WDJ6763,37.0,,18.0,5.0,,,B
538005361,2023-01-01T00:05:11,27.14616,-90.31821,0.0,174.5,110.0,OCEAN BLACKLION,IMO9662631,V7DB2,90.0,3.0,229.0,36.0,12.0,90.0,A
368138170,2023-01-01T00:05:57,30.15559,-85.66725,0.0,224.8,318.0,JASON GOLDING,IMO1302229,WDL5128,57.0,15.0,211.0,16.0,3.1,57.0,A
367721570,2023-01-01T00:15:43,48.65325,-123.39395,0.0,230.2,511.0,SAMBA,,WDI6722,37.0,,17.0,5.0,,,B
316006075,2023-01-01T00:00:05,49.2912,-123.36604,1.4,279.0,511.0,MAREN J,,,52.0,0.0,14.0,6.0,2.3,52.0,A
368264040,2023-01-01T00:11:18,29.96236,-90.02808,0.0,345.9,511.0,JIMMY BAER,,WDN2636,31.0,0.0,24.0,8.0,3.5,31.0,A
368817000,2023-01-01T00:01:03,36.93366,-76.32966,0.0,0.0,87.0,COMFORT,IMO7390478,NCOM,90.0,5.0,262.0,,,58.0,A
538006867,2023-01-01T00:16:37,38.05768,-122.21679,0.0,331.0,94.0,BEN NEVIS,IMO9670420,V7SH9,70.0,5.0,179.0,30.0,10.6,70.0,A
319106300,2023-01-01T00:12:13,25.78429,-80.17902,0.0,316.7,511.0,LEUDIN I,IMO9710127,ZGFM6,37.0,5.0,40.0,8.0,2.5,37.0,A
366990010,2023-01-01T00:14:40,37.03709,-89.28291,7.3,292.4,290.0,SHERYL,,WDC2249,31.0,0.0,24.0,11.0,,31.0,A
233933000,2023-01-01T00:02:02,48.12515,-123.44097,0.0,267.9,76.0,CABLE INNOVATOR,IMO9101132,MVEP4,90.0,5.0,145.0,24.0,8.5,90.0,A
219030706,2023-01-01T00:07:49,40.38846,-71.8647,11.2,87.2,87.0,STENA IMAGE,IMO9667473,OZUN2,80.0,0.0,183.0,32.0,7.8,80.0,A
367160320,2023-01-01T00:01:09,31.14313,-81.49664,0.0,1.4,511.0,CAPE ROMAIN,IMO7908134,WTR6784,31.0,0.0,30.0,9.0,,52.0,A
338316792,2023-01-01T00:06:00,33.60981,-117.89504,0.0,360.0,511.0,SPACE,IMO0000000,,37.0,,14.0,4.0,,,B
367425910,2023-01-01T00:12:56,46.96067,-123.83477,0.1,98.1,511.0,SEA HORSE,,WDF2196,90.0,3.0,43.0,17.0,,99.0,A
368065290,2023-01-01T00:12:17,28.82368,-91.58635,2.9,27.9,511.0,MASTER ANDREW,IMO0000000,WDK5488,30.0,,30.0,8.0,,,B
367507730,2023-01-01T00:12:26,29.64626,-90.28213,2.5,270.7,261.0,SAN ANTONIO,,WDF9683,31.0,12.0,23.0,10.0,,57.0,A
367371790,2023-01-01T00:18:00,41.46124,-70.97287,6.2,65.0,62.0,POCOMOKE,IMO9535084,WDE5802,31.0,11.0,30.0,10.0,4.0,52.0,A
316009165,2023-01-01T00:07:16,49.13008,-122.29552,0.3,168.2,511.0,SEA IMP VIII,IMO8703191,,31.0,0.0,12.0,5.0,0.6,31.0,A
370030000,2023-01-01T00:07:20,29.74885,-95.16633,0.0,101.8,47.0,AMIS LEADER,IMO9520819,HOSJ,70.0,5.0,189.0,32.0,12.8,70.0,A
367617080,2023-01-01T00:02:04,46.25275,-124.09676,11.2,232.1,511.0,PACIFIC WIND,IMO7050200,WDH4376,30.0,,20.0,6.0,,,B
368103470,2023-01-01T00:00:06,30.50038,-91.20056,0.0,247.4,511.0,CHARLES CUTHBERT,,WDK9413,31.0,0.0,20.0,8.0,2.8,31.0,A
367300590,2023-01-01T00:12:00,32.84933,-79.93533,0.1,144.0,511.0,ELIZABETH TURECAMO,IMO9205055,WDD8624,31.0,0.0,33.0,12.0,4.9,52.0,A
367702280,2023-01-01T00:05:44,29.97348,-90.39948,0.0,276.7,254.0,MICHAEL G MORRIS,,WDI4814,31.0,12.0,51.0,14.0,,52.0,A
338310725,2023-01-01T00:05:35,33.71971,-118.27626,0.1,111.1,511.0,WAHOO,IMO0000000,WDD8948,37.0,,11.0,4.0,,,B
367006230,2023-01-01T00:02:36,29.7789,-91.79867,1.4,306.0,511.0,MR T,,WSD5840,31.0,15.0,18.0,8.0,,0.0,A
367345320,2023-01-01T00:09:29,39.37233,-74.41978,0.0,280.2,511.0,MICHAEL JR,IMO7732779,WDE3865,30.0,,28.0,7.0,,,B
229143000,2023-01-01T00:15:29,49.30377,-123.05481,0.0,294.4,294.0,PAMPERO,IMO9426104,9HA5455,70.0,5.0,229.0,38.0,7.9,70.0,A
367738490,2023-01-01T00:03:35,42.28087,-83.12675,0.0,288.2,511.0,ONTARIO,IMO8980878,WDI8424,31.0,0.0,33.0,9.0,4.3,52.0,A
316039252,2023-01-01T00:02:57,49.25912,-125.86906,0.0,360.0,511.0,SALAR,,,99.0,15.0,0.0,0.0,0.0,99.0,A
367338000,2023-01-01T00:12:57,29.11421,-90.20156,0.0,269.4,83.0,HARVEY POWER,IMO9654232,KVEY,90.0,0.0,84.0,,,70.0,A
369970379,2023-01-01T00:03:34,35.12354,-92.78668,0.0,53.6,511.0,J GENE CRUMP,,AEEO,90.0,15.0,23.0,7.0,,32.0,A
538008358,2023-01-01T00:16:13,29.30447,-94.501,0.1,122.0,101.0,ELANDRA SEA,IMO9635779,V7A2274,89.0,1.0,183.0,32.0,8.0,89.0,A
366384000,2023-01-01T00:07:07,38.95876,-74.87784,0.0,254.1,511.0,ALLIANCE,,WDF7948,30.0,0.0,34.0,10.0,4.0,30.0,A
367633030,2023-01-01T00:03:33,26.88057,-80.07268,0.2,128.0,15.0,DANCING GIRL,,WDH5942,37.0,,22.0,,,,B
367680370,2023-01-01T00:03:34,37.37119,-76.16801,8.1,187.4,511.0,COASTAL TRADER,,WDI2655,31.0,0.0,21.0,8.0,,90.0,A
367110920,2023-01-01T00:17:39,18.32233,-64.6206,0.0,81.8,511.0,CALLISTO,,WDD2099,37.0,8.0,16.0,4.0,,36.0,A
366843280,2023-01-01T00:02:57,28.95416,-95.35494,0.0,360.0,511.0,FLING,,WDA7435,60.0,0.0,29.0,6.0,,60.0,A
316001235,2023-01-01T00:15:30,48.60853,-123.51186,8.3,144.3,142.0,KLITSA,IMO7228481,CZ3072,60.0,0.0,47.0,12.0,1.4,60.0,A
368165630,2023-01-01T00:12:48,38.10683,-122.26889,0.0,360.0,511.0,CIVITA,IMO0000000,WDL8015,37.0,,16.0,6.0,,,B
354580000,2023-01-01T00:00:05,26.07305,-79.99886,9.8,85.8,96.0,EMERALD EXPRESS,IMO9248332,HO2486,70.0,0.0,57.0,11.0,2.3,70.0,A
374788000,2023-01-01T00:13:08,29.91926,-90.07131,12.2,60.2,52.0,PRELUDE,IMO9810654,H9FG,80.0,0.0,180.0,27.0,7.1,80.0,A
367456640,2023-01-01T00:14:46,29.60718,-94.36191,4.8,56.3,54.0,BULL CALF,,WDF4861,31.0,0.0,23.0,9.0,,57.0,A
367601620,2023-01-01T00:04:46,30.10775,-90.91386,7.3,167.4,168.0,FRANK GOLEMI,,WDH2829,31.0,0.0,22.0,,,57.0,A
367127120,2023-01-01T00:14:59,27.82273,-97.02146,2.4,308.3,511.0,CAPT WICK,,WCZ7147,33.0,0.0,0.0,0.0,3.5,33.0,A
378113372,2023-01-01T00:06:17,26.28421,-80.08329,0.0,215.4,511.0,LUCKY WAVE.,IMO0000000,ZJL2468,37.0,,25.0,4.0,,,B
538008546,2023-01-01T00:16:53,46.3101,-124.70485,2.4,260.0,268.0,MARIA D,IMO9414151,V7A2493,70.0,0.0,225.0,32.0,6.8,70.0,A
338332706,2023-01-01T00:06:55,48.07566,-122.60963,0.0,68.8,511.0,MOONSHADOW,IMO0000000,WDL9483,37.0,,10.0,3.0,,,B
338365398,2023-01-01T00:04:57,32.7118,-117.2323,0.0,16.4,511.0,BLUEPRINT,IMO0000000,,37.0,,15.0,4.0,,,B
367649770,2023-01-01T00:04:38,46.50014,-84.33807,0.0,360.0,511.0,IOWA,,WDH7603,31.0,8.0,22.0,6.0,,52.0,A
367116420,2023-01-01T00:14:14,30.57431,-91.31179,4.3,307.5,511.0,EDNA T GATTLE,,WDD2528,31.0,0.0,30.0,9.0,,31.0,A
477207400,2023-01-01T00:00:07,36.58955,-75.22218,11.0,148.4,149.0,SEASPAN LONCOMILLA,IMO9437385,VRFB3,70.0,0.0,261.0,32.0,11.0,70.0,A
368254280,2023-01-01T00:11:19,47.33293,-122.57708,0.0,46.1,511.0,HOLIDAY,IMO0000000,WDM9608,37.0,,15.0,5.0,,,B
367649150,2023-01-01T00:16:27,29.23891,-90.20966,0.0,262.3,511.0,LACIE G EYMARD,IMO9746217,WDH7535,90.0,5.0,38.0,20.0,,90.0,A
338431465,2023-01-01T00:04:39,37.4727,-122.95903,3.6,64.2,511.0,SD-1030 (UNCREWED),IMO0000000,NO COMM,0.0,,0.0,0.0,,,B
367654060,2023-01-01T00:01:18,36.99871,-89.15971,0.0,360.0,511.0,SHIRLEY FRANKLIN,,WDH8040,31.0,0.0,15.0,,,31.0,A
538009699,2023-01-01T00:05:44,29.11246,-89.49703,0.8,138.8,137.0,SUBSEA RESPONDER IV,IMO9400693,V7A5057,70.0,0.0,90.0,18.0,4.9,70.0,A
566040000,2023-01-01T00:15:05,29.89384,-89.90889,0.0,201.5,329.0,ATLANTIC DREAM,IMO9611589,9V9135,70.0,1.0,177.0,28.0,10.2,70.0,A
367517730,2023-01-01T00:09:51,37.0171,-89.25657,7.5,1.4,511.0,RANDY J TROSCLAIR,,WDG2643,31.0,12.0,26.0,,,90.0,A
368230810,2023-01-01T00:07:17,41.3024,-88.59666,0.0,23.9,511.0,CHUCK B,IMO1315367,WDM7091,52.0,0.0,0.0,0.0,0.0,52.0,A
212259000,2023-01-01T00:01:10,48.42271,-123.37377,0.0,335.9,321.0,HALUNDER JET,IMO9281671,5BBQ4,60.0,0.0,51.0,12.0,1.8,40.0,A
538007339,2023-01-01T00:00:23,28.43103,-94.84605,0.6,295.2,291.0,FRONT CORAL,IMO9743203,V7KI5,80.0,3.0,276.0,48.0,10.4,80.0,A
316007017,2023-01-01T00:13:10,48.8473,-123.4362,0.0,0.0,511.0,SEABOUND II,,,37.0,,,,,,B
367641010,2023-01-01T00:08:40,40.10226,-74.04168,0.0,189.0,511.0,CAPT TRAVIS,IMO8719566,WDH6722,30.0,,23.0,6.0,,,B
367666530,2023-01-01T00:14:40,37.05691,-88.55078,0.0,360.0,511.0,BOBBY THOMPSON,,WDH9288,31.0,3.0,45.0,9.0,,31.0,A
367054850,2023-01-01T00:05:45,29.9346,-90.1841,0.0,242.2,511.0,AUBREY DUFRENE JR,,WDC6335,31.0,8.0,20.0,7.0,,31.0,A
368202360,2023-01-01T00:13:02,29.9146,-90.0773,0.0,217.9,511.0,G.I.JOE,,WDM3992,52.0,0.0,20.0,8.0,0.0,52.0,A
368113420,2023-01-01T00:06:08,40.12459,-79.87369,0.0,177.6,296.0,TORI PASENTINE,,WDL2581,31.0,12.0,32.0,10.0,2.9,31.0,A
338440134,2023-01-01T00:11:54,37.00508,-76.31444,0.1,360.0,511.0,ENCORE,IMO0000000,,37.0,,13.0,4.0,,,B
368178650,2023-01-01T00:11:30,32.71511,-117.2284,0.0,62.3,312.0,AQUILA,,WDL9389,37.0,0.0,40.0,8.0,2.0,37.0,A
367316510,2023-01-01T00:13:18,41.6375,-70.90692,0.0,360.0,98.0,ZIBET,IMO8969898,WDD9800,30.0,15.0,26.0,7.0,,30.0,A
316016131,2023-01-01T00:12:28,48.41469,-123.38619,0.0,218.8,246.0,PACIFIC GUARDIAN,,,50.0,0.0,19.0,6.0,0.0,50.0,A
366749940,2023-01-01T00:03:19,36.92224,-76.1879,0.1,360.0,511.0,MARNIE,IMO0000000,WDN2322,36.0,,20.0,4.0,,,B
367437420,2023-01-01T00:16:55,35.67252,-89.93878,3.3,160.7,309.0,CAPTAIN EARL DEVALL,,WDF3224,31.0,12.0,20.0,7.0,,52.0,A
367999560,2023-01-01T00:12:47,47.59504,-122.50854,0.4,83.2,511.0,STARDUST,IMO0000000,WDJ6722,36.0,,12.0,4.0,,,B
367536290,2023-01-01T00:14:31,28.40759,-96.71212,0.0,74.2,511.0,RESTORED,,WDG4411,37.0,,10.0,,,,B
367162270,2023-01-01T00:15:59,29.96455,-92.75928,0.3,297.9,294.0,CAPT LANCE DRAGON,,WDD5699,31.0,12.0,23.0,9.0,,57.0,A
367672390,2023-01-01T00:14:23,47.65631,-122.36653,0.0,298.4,137.0,MUIR MILACH,IMO7823425,WDH9870,30.0,0.0,26.0,7.0,2.7,30.0,A
368252160,2023-01-01T00:15:46,29.95216,-90.30316,7.3,46.0,511.0,KENNY BILLIOT JR,,WDM9384,31.0,0.0,20.0,10.0,2.7,31.0,A
367797260,2023-01-01T00:06:12,40.76172,-73.95356,26.1,213.5,212.0,H208,,WDJ6389,60.0,0.0,,,,69.0,A
367396120,2023-01-01T00:06:06,37.18574,-88.28668,0.0,79.1,88.0,LEMONT TRADER,,WDE7669,31.0,12.0,26.0,9.0,,57.0,A
477159300,2023-01-01T00:06:13,27.81977,-97.48028,0.0,149.0,116.0,HIGH SD YIHE,IMO9325324,VRRQ3,80.0,5.0,180.0,32.0,11.4,80.0,A
367581490,2023-01-01T00:04:27,27.8123,-97.39445,6.4,264.6,262.0,CHLOE K,IMO9660956,WDG8831,31.0,0.0,24.0,11.0,,52.0,A
219030706,2023-01-01T00:15:50,40.38936,-71.83228,11.1,88.6,89.0,STENA IMAGE,IMO9667473,OZUN2,80.0,0.0,183.0,32.0,7.8,80.0,A
367692940,2023-01-01T00:02:28,40.80029,-91.09778,0.0,360.0,511.0,JAMES L,,WDI3886,31.0,15.0,18.0,,,99.0,A
367079070,2023-01-01T00:18:02,28.88801,-90.68961,5.3,53.6,511.0,JONI,IMO8768385,WDC7927,90.0,1.0,33.0,20.0,2.1,90.0,A
